Entry	Gene names
Q5VV41	ARHGEF16 EPHEXIN4 NBR
Q8NFD5	ARID1B BAF250B DAN15 KIAA1235 OSA2
Q8N7S6	ARIH2OS C3orf71
Q8IVW6	ARID3B BDP DRIL2
Q4LE39	ARID4B BRCAA1 RBBP1L1 RBP1L1 SAP180
Q9Y4B4	RAD54L2 ARIP4 KIAA0809
P36405	ARL3 ARFL3
Q96KC2	ARL5B ARL8
Q5T9G4	ARMC12 C6orf81
Q96C12	ARMC5
Q8IUR7	ARMC8 S863-2
Q9H993	ARMT1 C6orf211
Q9P291	ARMCX1 ALEX1 AD032
P35869	AHR BHLHE76
Q96BJ3	AIDA C1orf80
Q9BQI0	AIF1L C9orf58 IBA2 UNQ672/PRO1306
Q9BRQ8	AIFM2 AMID PRG3
Q9NVV5	AIG1 CGI-103
Q495B1	ANKDD1A
Q9NWT8	AURKAIP1 AIP AKIP MRPS38
O75891	ALDH1L1 FTHFD
Q3SY69	ALDH1L2
Q53TS8	ALS2CR11
P51648	ALDH3A2 ALDH10 FALDH
P48448	ALDH3B2 ALDH8
P04075	ALDOA ALDA
P09972	ALDOC ALDC
Q9Y672	ALG6 My046
Q13686	ALKBH1 ABH ABH1 ALKBH
Q96Q83	ALKBH3 ABH3 DEPC1
Q9NP70	AMBN
Q9Y4X0	AMMECR1
P28838	LAP3 LAPEP PEPS
Q9C0C7	AMBRA1 KIAA1736
Q5CZ79	ANKRD20A8P ANKRD20B
Q5JPF3	ANKRD36C
P54802	NAGLU UFHSD1
P23582	NPPC CNP2
Q5VTE6	ANGEL2 KIAA0759L
O15123	ANGPT2
Q9Y264	ANGPT4 ANG3 ANG4
P01019	AGT SERPINA8
Q86XL3	ANKLE2 KIAA0692 LEM4
Q9GZV1	ANKRD2 ARPP
Q9P2S6	ANKMY1 TSAL1 ZMYND13
Q9H8Y5	ANKZF1 ZNF744
Q9NVM4	PRMT7 KIAA1933
Q9NR22	PRMT8 HRMT1L3 HRMT1L4
Q9NQ90	ANO2 C12orf3 TMEM16B
P20594	NPR2 ANPRB
Q96NW4	ANKRD27 PP12899
Q8N283	ANKRD35
Q9BZ19	ANKRD60 C20orf86
C9JTQ0	ANKRD63
P01008	SERPINC1 AT3 PRO0309
P21397	MAOA
O94973	AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899
O00203	AP3B1 ADTB3A
Q9Y2T2	AP3M1
P53677	AP3M2
Q92572	AP3S1 CLAPS3
P59780	AP3S2
Q9UPM8	AP4E1
O14727	APAF1 KIAA0413
Q9HDC9	APMAP C20orf3 UNQ1869/PRO4305
P02652	APOA2
Q13790	APOF
Q9BQE5	APOL2
P41181	AQP2
Q96P48	ARAP1 CENTD2 KIAA0782
P84077	ARF1
P84085	ARF5
A5YM69	ARHGEF35 ARHGEF5L
P36896	ACVR1B ACVRLK4 ALK4
P25100	ADRA1D ADRA1A
P18089	ADRA2B ADRA2L1 ADRA2RL1
Q9UKF2	ADAM30 UNQ2509/PRO5997
Q9BUB4	ADAT1
Q5VUY2	AADACL4
P40145	ADCY8
Q96PN6	ADCY10 SAC
P11766	ADH5 ADHX FDH
Q5T7M4	FAM132A C1QDC2 CTRP12
Q15848	ADIPOQ ACDC ACRP30 APM1 GBP28
Q96A54	ADIPOR1 PAQR1 TESBP1A CGI-45
Q9Y6U3	SCIN KIAA1905
P12236	SLC25A6 ANT3 CDABP0051
P10109	FDX1 ADX
Q6UXC1	MAMDC4 AEGP UNQ3001/PRO9742
Q8WTP8	AEN ISG20L1 SBBI58
Q8N4X5	AFAP1L2 KIAA1914 XB130
Q5I7T1	ALG10B KCR1
Q5VW22	AGAP6 CTGLF3
Q8TD06	AGR3 BCMP11 PDIA18 UNQ642/PRO1272
Q14246	ADGRE1 EMR1 TM7LN3
Q9UHX3	ADGRE2 EMR2
Q8IZF3	ADGRF4 GPR115 PGR18
Q9BYV1	AGXT2 AGT2
A9YTQ3	AHRR BHLHE77 KIAA1234
O00170	AIP XAP2
C9JRZ8	AKR1B15
Q04828	AKR1C1 DDH DDH1
Q86UN6	AKAP14 AKAP28
O43687	AKAP7 AKAP15 AKAP18
Q13023	AKAP6 AKAP100 KIAA0311
O94788	ALDH1A2 RALDH2
P30837	ALDH1B1 ALDH5 ALDHX
P05091	ALDH2 ALDM
Q6GMV1	ALG1L
Q9H553	ALG2 UNQ666/PRO1298
Q9BVK2	ALG8 HUSSY-02
Q9H6U8	ALG9 DIBD1
Q86TB3	ALPK2 HAK
Q9UHK6	AMACR
Q99218	AMELY AMGL AMGY
P49418	AMPH AMPH1
Q8N6M6	AOPEP C9orf3 ONPEP
P30533	LRPAP1 A2MRAP
Q8N6S4	ANKRD13C
Q9BXX2	ANKRD30B
P03950	ANG RNASE5
Q86XS5	ANGPTL5 UNQ5795/PRO19600
Q6UXH0	ANGPTL8 C19orf80 RIFL UNQ599/PRO1185
Q9HCJ1	ANKH KIAA1581 UNQ241/PRO274
Q8NAG6	ANKLE1 ANKRD41 LEM3
O14744	PRMT5 HRMT1L5 IBP72 JBP1 SKB1
Q5XXA6	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A
Q9BYT9	ANO3 C11orf25 TMEM16C GENX-3947
Q4KMQ2	ANO6 TMEM16F
A1A5B4	ANO9 PIG5 TMEM16J TP53I5
Q6P6B7	ANKRD16
Q9H560	ANKRD19P ANKRD19
Q9UPS8	ANKRD26 KIAA1074
O15084	ANKRD28 KIAA0379
Q8N9V6	ANKRD53
P00325	ADH1B ADH2
P00326	ADH1C ADH3
P08319	ADH4
Q0VDE8	ADIG
Q86V24	ADIPOR2 PAQR2
Q6P4F2	FDX1L FDX2
P42568	MLLT3 AF9 YEATS3
P55196	MLLT4 AF6
P43652	AFM ALB2 ALBA
P51826	AFF3 LAF4
Q9UHB7	AFF4 AF5Q31 MCEF HSPC092
C9J202	ALG1L2
Q96P47	AGAP3 CENTG3
P52594	AGFG1 HRB RAB RIP
Q8N302	AGGF1 GPATC7 GPATCH7 VG5Q
Q9H0P7	AGPAT4-IT1 C6orf59 NCRNA00241
O95994	AGR2 AG2 UNQ515/PRO1030
Q6QNK2	ADGRD1 GPR133 PGR25
Q9BY15	ADGRE3 EMR3 UNQ683/PRO1562
Q8IZF2	ADGRF5 GPR116 KIAA0758
Q9NZD4	AHSP EDRF ERAF
P52895	AKR1C2 DDH2
P0CW23	AKAIN1 C18orf42
O75969	AKAP3 AKAP110 SOB1
Q5T2L2	AKR1C8P AKR1CL1
Q9Y243	AKT3 PKBG
Q9H8T0	AKTIP FTS
P30838	ALDH3A1 ALDH3
P02768	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341
Q9BV10	ALG12 PP14673
Q6NS38	ALKBH2 ABH2
Q9NXW9	ALKBH4 ABH4
Q96QP1	ALPK1 KIAA1527 LAK
P35858	IGFALS ALS
O95076	ALX3
Q8N7J2	AMER2 FAM123A
Q16671	AMHR2 AMHR MISR2
Q6Q4G3	LVRN AQPEP
Q86W34	AMZ2 BM-014
Q8IZ07	ANKRD13A ANKRD13
Q8IVF6	ANKRD18A KIAA2015
O43423	ANP32C PP32R1
Q9BTT0	ANP32E
Q9UNK9	ANGEL1 KIAA0759
Q8NI99	ANGPTL6 AGF ARP5 UNQ152/PRO178
Q15389	ANGPT1 KIAA0003
Q99873	PRMT1 HMT2 HRMT1L2 IR1B4
P55345	PRMT2 HMT1 HRMT1L1
Q8TF21	ANKRD24 KIAA1981
A6NF34	ANTXRL
P28039	AOAH
O75106	AOC2
Q16853	AOC3 VAP1
Q10567	AP1B1 ADTB1 BAM22 CLAPB2
O75843	AP1G2
Q9Y6Q5	AP1M2
Q92870	APBB2 FE65L FE65L1
Q92624	APPBP2 KIAA0228 PAT1
Q9BS18	ANAPC13
O95996	APC2 APCL
Q8J025	APCDD1 DRAPC1 FP7019
Q96CM8	ACSF2 UNQ493/PRO1009
Q4G176	ACSF3 PSEC0197
Q01718	MC2R ACTHR
Q8TDG2	ACTRT1 ARPT1 HSD27
P42025	ACTR1B CTRN2
P35368	ADRA1B
Q9UKQ2	ADAM28 ADAM23 MDCL
O75689	ADAP1 CENTA1
Q96D53	ADCK4
O43306	ADCY6 KIAA0422
O15204	ADAMDEC1
P28332	ADH6
P40394	ADH7
Q15847	ADIRF AFRO APM2 C10orf116
P55263	ADK
Q6IQ32	ADNP2 KIAA0863 ZNF508
Q9BRR6	ADPGK PSEC0260
Q9NRN7	AASDHPPT CGI-80 HAH-P HSPC223 x0005
P54922	ADPRH ARH1
P07550	ADRB2 ADRB2R B2AR
Q8IUX7	AEBP1 ACLP
P51816	AFF2 FMR2 OX19
Q99490	AGAP2 CENTG1 KIAA0167
Q9HCK5	AGO4 EIF2C4 KIAA1567
Q8IZP9	ADGRG2 GPR64 HE6 TM7LN2
Q96K78	ADGRG7 GPR128
O95490	ADGRL2 KIAA0786 LEC1 LPHH1 LPHN2
Q9HAR2	ADGRL3 KIAA0768 LEC3 LPHN3
Q9HBW9	ADGRL4 ELTD1 ETL UNQ202/PRO228
Q5TGY3	AHDC1
Q8N157	AHI1
Q9GZX7	AICDA AID
P55008	AIF1 G1 IBA1
Q96NN9	AIFM3 AIFL
Q13155	AIMP2 JTV1 PRO0992
Q02040	AKAP17A CXYorf3 DXYS155E SFRS17A XE7
P24588	AKAP5 AKAP79
Q9NQ31	AKIP1 BCA3 C11orf17
Q53H80	AKIRIN2 C6orf166
P49189	ALDH9A1 ALDH4 ALDH7 ALDH9
Q9NP73	ALG13 CXorf45 GLT28D1 MDS031
Q96Q42	ALS2 ALS2CR6 KIAA1563
Q9H161	ALX4 KIAA1788
Q8IY63	AMOTL1
Q9H4A4	RNPEP APB
P19961	AMY2B
Q9P2R3	ANKFY1 ANKHZN KIAA1255
Q9NU02	ANKEF1 ANKRD5
Q8IWZ3	ANKHD1 KIAA1085 MASK VBARP PP2500
Q99798	ACO2
Q99424	ACOX2
Q9ULC5	ACSL5 ACS5 FACL5 UNQ633/PRO1250
Q6P461	ACSM6 C10orf129
P45381	ASPA ACY2 ASP
P07311	ACYP1 ACYPE
O43506	ADAM20
Q9P0K1	ADAM22 MDC2
O75077	ADAM23 MDC3
Q96M93	ADAD1 TENR
Q6P093	AADACL2
O60503	ADCY9 KIAA0520
P07327	ADH1A ADH1
Q7Z4H4	ADM2 AM2
Q8TED9	AFAP1L1
Q13015	MLLT11 AF1Q
Q6ULP2	AFTPH AFTH
Q96P64	AGAP4 AGAP8 CTGLF1 CTGLF5 MRIP2
Q5VUJ5	AGAP7P AGAP7 CTGLF4
Q9UL18	AGO1 EIF2C1
Q9UKV8	AGO2 EIF2C2
O60242	ADGRB3 BAI3 KIAA0550
Q7Z7M1	ADGRD2 GPR144 PGR24
Q86SQ3	ADGRE4P EMR4 EMR4P GPR127 PGR16
Q8IZF7	ADGRF2 GPR111 PGR20
Q8IZF5	ADGRF3 GPR113 PGR23 UNQ9196/PRO34000
Q719I0	AHSA2
Q9Y4K1	AIM1 CRYBG1
Q16352	INA NEF5
Q9NZN9	AIPL1 AIPL2
P14550	AKR1A1 ALDR1 ALR
O43572	AKAP10
Q9P0M2	AKAP7 AKAP18
Q92667	AKAP1 AKAP149 PRKA1
A6NHY2	ANKDD1B
P24298	GPT AAT1 GPT1
P15121	AKR1B1 ALDR1
Q9Y673	ALG5 HSPC149
Q3KRA9	ALKBH6 ABH6
Q9BT30	ALKBH7 ABH7 SPATA11 UNQ6002/PRO34564
Q96BT7	ALKBH8 ABH8
P55789	GFER ALR HERV1 HPO
Q15699	ALX1 CART1
Q8IY45	AMN1
Q01432	AMPD3
O00192	ARVCF
Q9HBK9	AS3MT CYT19
P0C7U1	ASAH2B ASAH2C ASAH2L
Q8WXJ9	ASB17
Q8WWX0	ASB5
Q9H672	ASB7
Q9H1I8	ASCC2 ASC1P100
Q92484	SMPDL3A ASML3A
Q5U4P2	ASPHD1
Q12797	ASPH BAH
Q8IZT6	ASPM MCPH5
P26436	ACRV1
P05026	ATP1B1 ATP1B
P16615	ATP2A2 ATP2B
P20020	ATP2B1 PMCA1
P48201	ATP5G3
Q9NTI2	ATP8A2 ATPIB
Q96QE3	ATAD5 C17orf41 FRAG1
P15336	ATF2 CREB2 CREBP1
Q9Y2D1	ATF5 ATFX
O75143	ATG13 KIAA0652
Q8WYN0	ATG4A APG4A AUTL2
Q96DT6	ATG4C APG4C AUTL1 AUTL3
O95352	ATG7 APG7L
P20648	ATP4A
Q8N5M1	ATPAF2 ATP12 LP3663
P48047	ATP5O ATPO
O75882	ATRN KIAA0548 MGCA
P0C7T5	ATXN1L BOAT BOAT1
P54253	ATXN1 ATX1 SCA1
Q8WWM7	ATXN2L A2D A2LG A2LP A2RP
Q9BPX5	ARPC5L
O15145	ARPC3 ARC21
P59998	ARPC4 ARC20
P32121	ARRB2 ARB2 ARR2
P51689	ARSD
Q9NR71	ASAH2 HNAC1
O43150	ASAP2 DDEF2 KIAA0400
Q8WXI3	ASB10
Q8WXK4	ASB12
Q9Y575	ASB3
Q8N9N2	ASCC1 CGI-18
Q7RTU5	ASCL5 BHLHA47
Q9NR48	ASH1L KIAA1420 KMT2H
Q9NY37	ASIC5 ACCN5 HINAC
O95671	ASMTL
Q9BZE9	ASPSCR1 ASPL RCC17 TUG UBXD9 UBXN9
A6ND91	ASPDH
Q6ICH7	ASPHD2
Q96KQ4	PPP1R13B ASPP1 KIAA0771
Q9Y2G3	ATP11B ATPIF ATPIR KIAA0956
P54707	ATP12A ATP1AL1
P50993	ATP1A2 KIAA0778
P13637	ATP1A3
Q9UN42	ATP1B4
Q01814	ATP2B2 PMCA2
P98194	ATP2C1 KIAA1347 PMR1L HUSSY-28
O75185	ATP2C2 KIAA0703 SPCA2
Q14CW9	ATXN7L3
O43520	ATP8B1 ATPIC FIC1 PFIC
Q8TF62	ATP8B4 KIAA1939
Q86WG3	ATCAY KIAA1872
Q5T9A4	ATAD3B KIAA1273 TOB3
P18846	ATF1
P18847	ATF3
P82987	ADAMTSL3 KIAA1233
Q8WXF7	ATL1 GBP3 SPG3A
O43313	ATMIN KIAA0431 ZNF822
Q9P1U1	ACTR3B ARP11 ARP4
Q9H981	ACTR8 ARP8 INO80N
P36575	ARR3 ARRX CAR
Q99929	ASCL2 BHLHA45 HASH2
P20933	AGA
Q9C0F0	ASXL3 KIAA1713
Q8NB49	ATP11C ATPIG ATPIQ
Q9NQ11	ATP13A2 PARK9
Q06055	ATP5G2 PSEC0033
Q9NW81	ATP5SL
P0DMR3	ATXN8OS KLHL1AS SCA8
O95260	ATE1
P17544	ATF7 ATFA
O94817	ATG12 APG12 APG12L
Q96BY7	ATG2B C14orf103
Q6ZMM2	ADAMTSL5 THSD6
Q6DD88	ATL3
Q96SQ7	ATOH8 ATH6 BHLHA21
P56385	ATP5I ATP5K
O75964	ATP5L
A6NH57	ARL5C ARL12
Q9H0F7	ARL6 BBS3
Q8N2F6	ARMC10 SVH PSEC0198
Q5T2S8	ARMC4
Q7L4S7	ARMCX6
O15144	ARPC2 ARC34 PRO2446
O15511	ARPC5 ARC16
Q7Z6K5	ARPIN C15orf38
P15848	ARSB
P51690	ARSE
Q5FYA8	ARSH
Q5FYB0	ARSJ UNQ372/PRO708
Q6UWY0	ARSK TSULF UNQ630/PRO1246
Q8TDY4	ASAP3 DDEFL1 UPLC1
A6NK59	ASB14
Q6ZVZ8	ASB18
Q96Q27	ASB2
Q9NWX5	ASB6
Q96DX5	ASB9
Q8N3C0	ASCC3 HELIC1
Q9ULZ3	PYCARD ASC CARD5 TMS1
P07306	ASGR1 CLEC4H1
P78348	ASIC1 ACCN2 BNAC2
P42127	ASIP AGTI AGTIL ASP
P17405	SMPD1 ASM
Q6HA08	ASTL
O14525	ASTN1 ASTN KIAA0289
O60312	ATP10A ATP10C ATPVA ATPVC KIAA0566
Q9P241	ATP10D ATPVD KIAA1487
Q93084	ATP2A3
Q16720	ATP2B3
P23634	ATP2B4 ATP2B2 MXRA1
P05496	ATP5G1
Q99941	ATF6B CREBL1 G13
Q7Z3C6	ATG9A APG9L1
Q9UII2	ATPIF1 ATPI
P54710	FXYD2 ATP1C ATP1G1
O75947	ATP5H My032
P35670	ATP7B PWD WC1 WND
Q0VD83	APOBR APOB48R
P04114	APOB
P05090	APOD
O95236	APOL3
Q96IL0	APOPT1 APOP1 C14orf153
Q53RT3	ASPRV1 SASP
Q92482	AQP3
Q96IT6	ARHGAP5-AS1 C14orf128
P35626	ADRBK2 BARK2 GRK3
O15143	ARPC1B ARC41
O15033	AREL1 KIAA0317
Q13795	ARFRP1 ARP1
P05089	ARG1
O43307	ARHGEF9 ARHDH9 KIAA0424
O15085	ARHGEF11 KIAA0380
Q96PE2	ARHGEF17 KIAA0337 TEM4
Q8IW93	ARHGEF19
Q8NDY3	ADPRHL1 ARH2
Q9NX46	ADPRHL2 ARH3
O14497	ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1
Q9NVT9	ARMC1 ARCP
Q7L311	ARMCX2 ALEX2 KIAA0512
Q5H9R4	ARMCX4
Q8NCT1	ARRDC4
P10523	SAG
Q5FYB1	ARSI
Q5T4W7	ARTN EVN
Q13510	ASAH1 ASAH HSD-33 HSD33
Q9ULH1	ASAP1 DDEF1 KIAA1249
Q8WXH4	ASB11
Q8WXK1	ASB15
Q9H765	ASB8 PP14212
P50553	ASCL1 ASH1 BHLHA46 HASH1
Q9NVP2	ASF1B
Q7L266	ASRGL1 ALP CRASH
Q96FT7	ASIC4 ACCN4
Q2TB18	ASTE1 HT001
Q9Y284	WDR83OS C19orf56 CGI-140 My006 PTD008
O75129	ASTN2 KIAA0634
Q96BM1	ANKRD9
Q68DC2	ANKS6 ANKRD14 PKDR1 SAMD6
P17342	NPR3 ANPRC C5orf23 NPRC
Q8N7Z5	ANKRD31
Q7Z3H0	ANKRD33 C12orf7
Q86W74	ANKRD46
Q6NXT1	ANKRD54 LIAR
Q9H6X2	ANTXR1 ATR TEM8
P50995	ANXA11 ANX11
P19801	AOC1 ABP1 DAO1
Q06278	AOX1 AO
Q96PC3	AP1S3
P05549	TFAP2A AP2TF TFAP2
Q92754	TFAP2C
P53680	AP2S1 AP17 CLAPS2
O14617	AP3D1 PRO0039
Q99767	APBA2 MINT2 X11L
Q9UM13	ANAPC10 APC10
P60006	ANAPC15 C11orf51 HSPC020
Q9ULZ1	APLN APEL
P27695	APEX1 APE APE1 APEX APX HAP1 REF1
P02647	APOA1
Q6Q788	APOA5 RAP3 UNQ411/PRO773
P55056	APOC4
Q9BWW8	APOL6 UNQ3095/PRO21341
F7VJQ1	PRNP ALTPRP PRIP PRP
Q13794	PMAIP1 NOXA
Q5H913	ARL13A
Q9Y2Y0	ARL2BP BART BART1
P10398	ARAF ARAF1 PKS PKS2
Q8WZ64	ARAP2 CENTD1 KIAA0580
Q92747	ARPC1A SOP2L
Q7LC44	ARC KIAA0278
P15514	AREG AREGB SDGF
Q8N1W1	ARHGEF28 KIAA1998 RGNEF
Q9NXL2	ARHGEF38
Q9NR80	ARHGEF4 KIAA1112
Q7Z628	NET1 ARHGEF8
Q96DR7	ARHGEF26 SGEF HMFN1864
Q5SW96	LDLRAP1 ARH
Q9Y4X5	ARIH1 ARI MOP6 UBCH7BP HUSSY-27
Q8NHP1	AKR7L AFAR3 AKR7A4
Q9NXU5	ARL15 ARFRP2
Q8IVW1	ARL17A ARL17P1; ARL17B ARF1P2 ARL17A PRO2667
P40616	ARL1
Q6T311	ARL9
Q7Z3E5	ARMC9 KIAA1868
Q9UH62	ARMCX3 ALEX3 BM-017 UNQ2517/PRO6007
Q86WX3	RPS19BP1 AROS
P61160	ACTR2 ARP2
P63010	AP2B1 ADTB2 CLAPB1
Q92481	TFAP2B
Q9H1A4	ANAPC1 TSG24
Q9UJX5	ANAPC4 APC4
Q9BZZ5	API5 MIG8
P02749	APOH B2G1
Q9BWW9	APOL5
O95445	APOM G3A NG20 HSPC336
Q8IVJ8	APRG1 C3orf35
Q7Z2E3	APTX AXA1
Q8NBQ7	AQP11 AQPX1 PSEC0027
Q3SXY8	ARL13B ARL2L1
P61204	ARF3
P62330	ARF6
Q8N4T4	ARHGEF39 C9orf100
Q92974	ARHGEF2 KIAA0651 LFP40
Q86VW2	ARHGEF25 GEFT
Q14865	ARID5B DESRT MRF2
O43488	AKR7A2 AFAR AFAR1 AKR7
Q8N8L6	ARL10 ARL10A
Q8N4G2	ARL14 ARF7
P36404	ARL2
P56559	ARL4C ARL7
Q9Y689	ARL5A ARFLP5 ARL5
Q96BM9	ARL8A ARL10B GIE2
Q9NVJ2	ARL8B ARL10C GIE1
P56211	ARPP19
Q9UBL0	ARPP21 TARPP
P61158	ACTR3 ARP3
Q9GZN1	ACTR6 CDA12
Q8TBH0	ARRDC2 PP2703
A6NEK1	ARRDC5
Q96EG1	ARSG KIAA1001 UNQ839/PRO1777
Q96QS3	ARX
Q9Y576	ASB1 KIAA1146
Q9NQ33	ASCL3 BHLHA42 HASH3 SGN1
A1IGU5	ARHGEF37
Q8TER5	ARHGEF40 SOLO
Q92888	ARHGEF1
Q14155	ARHGEF7 COOL1 KIAA0142 P85SPR PAK3BP PIXB Nbla10314
O15013	ARHGEF10 KIAA0294
Q9NZN5	ARHGEF12 KIAA0382 LARG
Q68CP9	ARID2 KIAA1557
O95154	AKR7A3 AFAR2
P40617	ARL4A ARL4
P49703	ARL4D ARF4L
Q6P1M9	ARMCX5
Q9HBZ2	ARNT2 BHLHE1 KIAA0307
Q9NZ32	ACTR10 ACTR11 ARP11
Q9H9F9	ACTR5 ARP5
Q96B67	ARRDC3 KIAA1376
P15289	ARSA
Q9H2C2	ARV1 HT035
P11245	NAT2 AAC2
Q8WXK3	ASB13
Q16515	ASIC2 ACCN ACCN1 BNAC1 MDEG
Q9UHC3	ASIC3 ACCN3 SLNAC1 TNAC1
Q92485	SMPDL3B ASML3B
P46597	ASMT
O43681	ASNA1 ARSA TRC40
P00966	ASS1 ASS
Q76L83	ASXL2 ASXH2 KIAA1685
Q7Z4Y8	ATP5L2 ATP5K2
Q5T2N8	ATAD3C
Q674R7	ATG9B APG9L2 NOS3AS
P54259	ATN1 D12S755E DRPLA
P56381	ATP5E
P25098	ADRBK1 BARK BARK1 GRK2
P18085	ARF4 ARF2
P53367	ARFIP1
Q8N726	CDKN2A CDKN2 MLM
Q99856	ARID3A DRIL1 DRIL3 DRX E2FBP1
Q03989	ARID5A MRF1
P04424	ASL
Q5W041	ARMC3
Q9H6L4	ARMC7
P0C7Q2	ARMS2
P27540	ARNT BHLHE2
Q9C0K3	ACTR3C ARP11
P49407	ARRB1 ARR1
Q8N5I2	ARRDC1
P54793	ARSF
P18440	NAT1 AAC1
Q495Z4	ASB16-AS1 C17orf65
Q96NS5	ASB16
Q9Y574	ASB4
Q6XD76	ASCL4 BHLHA44 HASH4
Q9Y294	ASF1A CGI-98 HSPC146
P07307	ASGR2 CLEC4H2
Q9UBL3	ASH2L ASH2L1
Q9BVC5	C2orf49
P08243	ASNS TS11
Q9BXN1	ASPN PLAP1 SLRR1C UNQ215/PRO241
Q13625	TP53BP2 ASPP2 BBP
Q9NVM9	ASUN C12orf11 GCT1
Q8IXJ9	ASXL1 KIAA0978
Q4VNC0	ATP13A5 UNQ488/PRO1004
P05023	ATP1A1
Q9Y2Q0	ATP8A1 ATPIA
Q5SQI0	ATAT1 C6orf134 MEC17 Nbla00487
Q9ULI0	ATAD2B KIAA1240
Q9NWL6	ASNSD1 NS3TP1 Nbla00058
Q8WWH4	ASZ1 ALP1 ANKL1 C7orf7 GASZ
O94823	ATP10B ATPVB KIAA0715
P98196	ATP11A ATPIH ATPIS KIAA1021
Q9H7F0	ATP13A3 AFURS1
Q4VNC1	ATP13A4 UNQ3052/PRO9871
P14415	ATP1B2
Q8IUZ5	PHYKPL AGXT2L2 PP9286
Q5T6C5	ATXN7L2
O60423	ATP8B3 ATP1K FOS37502_2
Q8NBU5	ATAD1 FNP001
Q6PL18	ATAD2 L16 PRO2000
P18850	ATF6
Q2TAZ0	ATG2A KIAA0404
Q9NT62	ATG3 APG3 APG3L
Q9Y4P1	ATG4B APG4B AUTL1 KIAA0943
Q32M88	ATHL1
Q86TH1	ADAMTSL2 KIAA0605
Q8NHH9	ATL2 ARL6IP2
P51164	ATP4B
P18859	ATP5J ATP5A ATPM
P03928	MT-ATP8 ATP8 ATPASE8 MTATP8
P30049	ATP5D
P36542	ATP5C1 ATP5C ATP5CL1
Q9H324	ADAMTS10
Q76LX8	ADAMTS13 C9orf8 UNQ6102/PRO20085
P59510	ADAMTS20
Q156A1	ATXN8
P27037	ACVR2A ACVR2
Q13705	ACVR2B
Q58HT5	AWAT1 DGA2 DGAT2L3
Q16548	BCL2A1 BCL2L5 BFL1 GRS HBPA1
P48751	SLC4A3 AE3
P59052	B3GALT5-AS1 C21orf88
O94766	B3GAT3
Q9NY97	B3GNT2 B3GALT7 B3GNT1
Q9BYG0	B3GNT5
Q6UX72	B3GNT9 UNQ1922/PRO4397
Q9Y5Z6	B3GALT1
O43505	B4GAT1 B3GNT1 B3GNT6
O75110	ATP9A ATPIIA KIAA0611
P25705	ATP5A1 ATP5A ATP5AL2 ATPM
Q5TC12	ATPAF1 ATP11
Q5VV63	ATRNL1 KIAA0534
Q8WXS8	ADAMTS14
Q8TE60	ADAMTS18 ADAMTS21
O95450	ADAMTS2 PCINP PCPNI
O15072	ADAMTS3 KIAA0366
Q99700	ATXN2 ATX2 SCA2 TNRC13
Q9UQB9	AURKC AIE2 AIK3 AIRK3 ARK3 STK13
Q9NQS1	AVEN
O75366	AVIL
O96024	B3GALT4 GALT4
Q9UBV7	B4GALT7 XGALT1 UNQ748/PRO1478
Q9BYV9	BACH2
O75531	BANF1 BAF BCRG1
O95817	BAG3 BIS
Q86Y27	BAGE5
Q6ZNE5	ATG14 ATG14L KIAA0831
Q9UHQ4	BCAP29 BAP29
P80723	BASP1 NAP22
Q9NRL2	BAZ1A ACF1 WCRF180 HSPC317
O75363	BCAS1 AIBC1 NABC1
O15382	BCAT2 BCATM BCT2 ECA40
Q4VC05	BCL7A
Q9NYF8	BCLAF1 BTF KIAA0164
P23560	BDNF
Q7L4P6	BEND5 C1orf165
Q8N1M1	BEST3 VMD2L3
Q9BXY8	BEX2
Q5H9J7	BEX5 NADE2 NGFRAP1L1
Q13515	BFSP2
C9JSJ3	BHMG1
A1A5D9	BICDL2 BICDR2 CCDC64B
P53004	BLVRA BLVR BVR
Q9NQY0	BIN3
Q9HD20	ATP13A1 ATP13A KIAA1825 CGI-152
Q13733	ATP1A4 ATP1AL2
P54709	ATP1B3
O14983	ATP2A1
Q8TBG4	ETNPPL AGXT2L1
Q5VTU8	ATP5EP2
P24539	ATP5F1
Q9ULK2	ATXN7L1 ATXN7L4 KIAA1218
P98198	ATP8B2 ATPID KIAA1137
Q5TC04	ATP1A1-AS1 ATP1A1OS C1orf203
Q9NVI7	ATAD3A
P18848	ATF4 CREB2 TXREB
Q9H0Y0	ATG10 APG10L PP12616
Q9BSB4	ATG101 C12orf44 PP894
Q6UY14	ADAMTSL4 TSRC1 PP1396 UNQ2803/PRO34012
Q8N100	ATOH7 ATH5 BHLHA13
O00244	ATOX1 HAH1
Q9Y6H3	ATP23 KUB3 XRCC6BP1
Q04656	ATP7A MC1 MNK
O43861	ATP9B ATPIIB NEO1L HUSSY-20
Q6RW13	AGTRAP ATRAP
Q8TE56	ADAMTS17
Q8TE59	ADAMTS19
Q9UHI8	ADAMTS1 KIAA1346 METH1
O75173	ADAMTS4 KIAA0688 UNQ769/PRO1563
Q9H3M9	ATXN3L ATX3L MJDL
Q9H1Z8	C2orf40 ECRG4 UNQ761/PRO1508
Q13825	AUH
Q9H7T9	AUNIP C1orf135
